"address","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jl Ahmad Yani no 1 Balikpapan Plaza Lantai 1, Balikpapan Indonesia","restaurant","Cina","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6887417","https://media-cdn.tripadvisor.com/media/photo-o/06/65/e7/53/lunch.jpg","false","false","-1.278521","116.82065","Ta Wan Restaurant","27","+62 542 7203432","$$ - $$$","185","48","No. 48 dari 265 restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6887417-Reviews-Ta_Wan_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://tawanrestaurant.com/"
"Jl. Jendral Sudirman Balikpapan Permai blok H2 no. 5-7, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11625356","https://media-cdn.tripadvisor.com/media/photo-o/0d/4c/fa/2c/dialog-coffee.jpg","false","false","-1.277295","116.83275","Dialog Coffee","11","+62 542 8861991",,"185","49","No. 49 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d11625356-Reviews-Dialog_Coffee-Balikpapan_East_Kalimantan_Kalimantan.html","http://dialog.coffee"
"Jl. A.R.S. Mohammad 7 Gran Senyiur Hotel, Lantai 8, Balikpapan 76112 Indonesia","restaurant","Pub",,,,,,,,,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"6871098","https://media-cdn.tripadvisor.com/media/photo-o/06/72/64/86/sky-bar-gran-senyiur.jpg","false","false","-1.273225","116.83338","Sky Bar, Gran Senyiur Hotel","57","+62 542 820211","$$$$","185","10","No. 10 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6871098-Reviews-Sky_Bar_Gran_Senyiur_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html","http://gran.senyiurhotels.com/restaurants/sky-bar-2/"
"Jln. Jendral Sudirman No. 47 Balikpapan Superblock Level LG, Unit 08, Balikpapan 76114 Indonesia","restaurant","Jepang","Restoran Steak","Makanan Cepat Saji","Kantin","Halal",,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9766496","https://media-cdn.tripadvisor.com/media/photo-o/0a/63/4f/77/photo0jpg.jpg","false","false","-1.277344","116.83002","Pepper Lunch","14","+62 542 8521025","$$ - $$$","185","46","No. 46 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d9766496-Reviews-Pepper_Lunch-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jend. Sudirman no. 47 Ewalk Balikpapan Superblock, Lantai Dasar, Balikpapan 76112 Indonesia","restaurant","Kafe",,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"6488328","https://media-cdn.tripadvisor.com/media/photo-o/05/f0/a3/a4/starbucks-coffee.jpg","false","false","-1.277344","116.83002","Starbucks","52","+62 542 7213867","$$ - $$$","185","13","No. 13 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6488328-Reviews-Starbucks-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman 70, Balikpapan 76112 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6489001","https://media-cdn.tripadvisor.com/media/photo-o/0d/d8/ef/94/p-20161211-121649-df.jpg","false","false","-1.277477","116.82823","Warung Tulung Agung","29","+62 542 731438","$","185","18","No. 18 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6489001-Reviews-Warung_Tulung_Agung-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Sukarno Hatta KM 50 - 52 Kecamatan Samboja Kutai Kartanegara, Balikpapan Indonesia","restaurant","Asia","Indonesia","Sesuai untuk Vegetarian",,,,,,,"Sesuai untuk Vegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8549296","https://media-cdn.tripadvisor.com/media/photo-w/08/be/5e/6b/rm-tahu-sumedang-samboja.jpg","false","false","-1.22042","116.84861","RM Tahu Sumedang Samboja","35",,"$","185","19","No. 19 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8549296-Reviews-RM_Tahu_Sumedang_Samboja-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Soedirman no. 1 Balikpapan Plaza Lantai Dasar, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388297","https://media-cdn.tripadvisor.com/media/photo-o/08/4b/f8/5e/marugame-udon.jpg","false","false","-1.277929","116.82593","Marugame Udon","30",,"$$ - $$$","185","17","No. 17 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8388297-Reviews-Marugame_Udon-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.marugameudon.co.id/"
"Jln. Jendral Sudirman, Balikpapan 76112 Indonesia",,"Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1060576","https://media-cdn.tripadvisor.com/media/photo-s/04/58/20/a0/sore-hari-di-kilang-mandiri.jpg","true","true","-1.280917","116.815445","Kilang Mandiri","18",,"$$ - $$$",,,,"3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d1060576-Reviews-Kilang_Mandiri-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 101 Pasar Baru, Balikpapan 76113 Indonesia","restaurant","Asia","Toko Makanan","Makanan Bakar","Indonesia","Cina","Halal",,,,"Halal",,,,,"960","420",,,,,,,,,,,,,,,,,,,,,,,,,,,"6594249","https://media-cdn.tripadvisor.com/media/photo-o/06/67/ac/2b/kedai-kopi-mantaw-canton.jpg","false","false","-1.27693","116.83909","Kedai Kopi Mantaw","47","+62 821-5420-2668","$$ - $$$","185","15","No. 15 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6594249-Reviews-Kedai_Kopi_Mantaw-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Letjen Suprapto no. 1 Bluesky Hotel, Balikpapan 76131 Indonesia","restaurant","India","Barat daya","Arab","Makanan Laut","Asia","Indonesia","Sesuai untuk Vegetarian","Pilihan Vegan","Pilihan Bebas Gluten","Sesuai untuk Vegetarian","Pilihan Vegan","Pilihan Bebas Gluten",,"info@blueskybalikpapan.com","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"12063927","https://media-cdn.tripadvisor.com/media/photo-o/0e/3f/ea/40/best-chinese-food-in.jpg","false","false","-1.235689","116.82591","Garden Restaurant","29","+62 542 735845","$$ - $$$","185","11","No. 11 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d12063927-Reviews-Garden_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.blueskygroups.com/en/hotels/view/3/blue-sky-hotel-balikpapan"
"Jl. Jenderal Sudirman Monumen Perjuangan Rakyat, Balikpapan Indonesia","restaurant","Makanan Laut","Asia","Indonesia",,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"11964910","https://media-cdn.tripadvisor.com/media/photo-o/0e/41/76/bf/the-taste-is-quite-poor.jpg","false","false","-1.279581","116.822815","Restoran Biru Laut","26","+62 852-0002-1966","$$ - $$$","185","16","No. 16 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d11964910-Reviews-Restoran_Biru_Laut-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/pages/Laut-Biru-Resto-Balikpapan/929480093851032"
"Jln. Jendral Sudirman Ruko Bandar blok A no. 11 Klandasan, Balikpapan 76112 Indonesia","restaurant","Kafe","Internasional","Asia","Indonesia","Sesuai untuk Vegetarian","Pilihan Vegan",,,,"Sesuai untuk Vegetarian","Pilihan Vegan",,,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"7117936","https://media-cdn.tripadvisor.com/media/photo-o/0c/94/3a/81/dari-pada-bingung-cari.jpg","false","false","-1.277479","116.833885","De Cafe Resto, Pastry & Bakery","51","+62 542 739272","$$ - $$$","185","14","No. 14 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7117936-Reviews-De_Cafe_Resto_Pastry_Bakery-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.decafe.co.id"
"Jl. Jendral Sudirman Komplek BSB Blok G no. 26-28, Balikpapan 76114 Indonesia","restaurant","Cina","Jepang","Makanan Laut",,,,,,,,,,,"itasukibalikpapan@yahoo.com","1320","540",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"8540852","https://media-cdn.tripadvisor.com/media/photo-w/08/be/5b/d2/i-ta-suki-balikpapan.jpg","false","false","-1.277325","116.83118","I-ta Suki Balikpapan","29","+62 254 7571852","$$ - $$$","185","12","No. 12 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8540852-Reviews-I_ta_Suki_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.itasuki.com/about/cabang/itasuki-balikpapan"
"Jln. Letjend Suprapto No 1 Blue Sky Hotel, Balikpapan 76131 Indonesia","restaurant","Cina","Makanan Laut","Asia",,,,,,,,,,,"info@blueskybalikpapan.com","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","7387764","https://media-cdn.tripadvisor.com/media/photo-o/0e/3f/ec/b8/island-seafood-terrace.jpg","false","false","-1.238001","116.82767","Island Seafood Terrace - Blue Sky Hotel","27","+62 542 735845","$$ - $$$","185","20","No. 20 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7387764-Reviews-Island_Seafood_Terrace_Blue_Sky_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.blueskybalikpapan.com"
"Jln. Jendral Sudirman 74, Balikpapan 76112 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8091061","https://media-cdn.tripadvisor.com/media/photo-o/08/13/ef/f7/typical-menu.jpg","false","false","-1.277775","116.82653","Bebek Goreng H. Slamet","26","+62 542 760730","$$ - $$$","185","23","No. 23 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8091061-Reviews-Bebek_Goreng_H_Slamet-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jend. A. Yani No. 50 RT 55, Balikpapan Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6487841","https://media-cdn.tripadvisor.com/media/photo-m/1280/13/7a/ba/e1/screenshot-20180626-151416.jpg","false","false","-1.272793","116.83806","Bubur Ayam Samarinda","34","+62 542 736491","$","185","22","No. 22 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6487841-Reviews-Bubur_Ayam_Samarinda-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman No. 47 In shops surrounding E-Walk Plaza, Balikpapan 76112 Indonesia","restaurant","Italia","Eropa","Sesuai untuk Vegetarian",,,,,,,"Sesuai untuk Vegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7745800","https://media-cdn.tripadvisor.com/media/photo-o/07/b4/b2/b8/seafood-plater.jpg","false","false","-1.274517","116.859314","Pasta Cielo","32","+62 851-0007-2825","$$ - $$$","185","21","No. 21 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7745800-Reviews-Pasta_Cielo-Balikpapan_East_Kalimantan_Kalimantan.html",
