"address","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hotelClass","hotelClassAttribution","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","numberOfRooms","phone","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jl. Sudirman Blok K No.6 Komplek Pasar Baru Square Lt 2, Balikpapan Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4787548","https://media-cdn.tripadvisor.com/media/photo-s/04/70/ea/62/makanan-tradisional-indonesia.jpg","false","false","-1.27708","116.82988","Kafe Betawi","27",,"+62 542 7582552","$$ - $$$",,"185","37","#36 of 245 Restaurants in Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d4787548-Reviews-Kafe_Betawi-Balikpapan_East_Kalimantan_Kalimantan.html","http://kafebetawi.com/outlets/balcony-balikpapan/"
"Jln. MT. Haryono No. 75, Balikpapan 76114 Indonesia","restaurant","Asian","Cajun & Creole","Seafood","Grill","Indonesian","Halal",,,,"Halal",,,,"rajaudangresto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6550735","https://media-cdn.tripadvisor.com/media/photo-s/05/c0/2f/cf/getlstd-property-photo.jpg","false","false","-1.240047","116.87344","Raja Udang Resto","22",,"+62 542 765285","$$ - $$$",,"185","33","#32 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6550735-Reviews-Raja_Udang_Resto-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/rajaudangresto/"
"Jl. Sungai Ampal Ruko Pasar Segar RB 09, Balikpapan Indonesia","restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10213443","https://media-cdn.tripadvisor.com/media/photo-o/0d/e7/e6/77/photo3jpg.jpg","false","false","-1.244475","116.85818","Etnica Coffee & Kitchen","21",,"+62 812-3994-0098","$$ - $$$",,"185","34","#33 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d10213443-Reviews-Etnica_Coffee_Kitchen-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/pages/Etnica-Coffee-Kitchen/160286287980125?ref=br_rs"
"Jl. Jendral Sudirman Balikpapan Permai blok H2 no. 5-7, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11625356","https://media-cdn.tripadvisor.com/media/photo-o/0d/4c/fa/2c/dialog-coffee.jpg","false","false","-1.277295","116.83275","Dialog Coffee","11",,"+62 542 8861991",,,"185","49","#47 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d11625356-Reviews-Dialog_Coffee-Balikpapan_East_Kalimantan_Kalimantan.html","http://dialog.coffee"
"Jl. Jendral Sudirman no. 7 Aston Balikpapan Hotel & Residence, Balikpapan 76113 Indonesia","restaurant","Steakhouse","Cafe","Barbecue","Diner",,,,,,,,,,"seventhstreet.balikpapan@gmail.com",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"9736359","https://media-cdn.tripadvisor.com/media/photo-o/0e/50/70/14/clasy-bar-place-that.jpg","false","false","-1.275859","116.84522","Seventh Street Irish","19",,"+62 821-5496-8203","$$ - $$$",,"185","42","#40 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d9736359-Reviews-Seventh_Street_Irish-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/seventhstreetbalikpapan/"
"Jln. Jendral Sudirman Balikpapan Superblock, Balikpapan 76114 Indonesia","restaurant","Cafe","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388283","https://media-cdn.tripadvisor.com/media/photo-o/08/4b/f9/0a/share-tea.jpg","false","false","-1.27531","116.86555","Share Tea","14",,,,,"185","50","#1 of 3 Dessert in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8388283-Reviews-Share_Tea-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman, Balikpapan 76114 Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7729073","https://media-cdn.tripadvisor.com/media/photo-o/08/40/b9/22/bakso-mie-ayam-lik-min.jpg","false","false","-1.27339","116.85133","Bakso & Mie Ayam Lik Min","25",,,"$",,"185","41","#39 of 245 Restaurants in Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7729073-Reviews-Bakso_Mie_Ayam_Lik_Min-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 47 Balikpapan Super Block, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,"bellagio_restaurant@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9818861","https://media-cdn.tripadvisor.com/media/photo-o/0a/86/a3/7c/nyaman-bangetlega-bangetfeel.jpg","false","false","-1.272973","116.85766","Bellagio Restaurant","15",,"+62 542 7213888","$$ - $$$",,"185","45","#43 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d9818861-Reviews-Bellagio_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.jatrahotels.com/grandjatra-balikpapan/dining/bellagio-restaurant"
"Jl. Pandan Sari, Balikpapan Indonesia","restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10535175","https://media-cdn.tripadvisor.com/media/photo-o/12/9b/71/e3/depot-lo-ho-kok.jpg","false","false","-1.23735","116.82566","Depot Lo Ho Kok","9",,,"$$ - $$$",,"185","47","#45 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d10535175-Reviews-Depot_Lo_Ho_Kok-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Mayjen Sutoyo, Balikpapan 76113 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8389158","https://media-cdn.tripadvisor.com/media/photo-w/08/b0/18/59/nasi-pecel-pincuk-khas.jpg","false","false","-1.26685","116.84614","Nasi Pecel (Pincuk) Khas Madiun Pak Kumis","14",,,"$",,"185","43","#41 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8389158-Reviews-Nasi_Pecel_Pincuk_Khas_Madiun_Pak_Kumis-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Brigjen Eri Suparjan No 2, Balikpapan 76112 Indonesia","restaurant","Italian","European",,,,,,,,,,,,,,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"6209367","https://media-cdn.tripadvisor.com/media/photo-o/05/6c/50/7b/colors-restaurant-in.jpg","false","false","-1.27396","116.83387","Colors Restaurant, In Novotel Balikpapan","21",,,"$$ - $$$",,"185","44","#42 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6209367-Reviews-Colors_Restaurant_In_Novotel_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman No. 47 Balikpapan Superblock Level LG, Unit 08, Balikpapan 76114 Indonesia","restaurant","Japanese","Steakhouse","Fast Food","Diner","Halal",,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9766496","https://media-cdn.tripadvisor.com/media/photo-o/0a/63/4f/77/photo0jpg.jpg","false","false","-1.277344","116.83002","Pepper Lunch","14",,"+62 542 8521025","$$ - $$$",,"185","46","#44 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d9766496-Reviews-Pepper_Lunch-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Letjend Zaenal Azhar Maulani No. 30 B RT: 37, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20925942",,,,"-1.260759","116.86818","Airy Eco Syariah MT Haryono Zaeni Azhar 30 Balikpapan","0",,"+62 804 111 2479",,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d20925942-Reviews-Airy_Eco_Syariah_MT_Haryono_Zaeni_Azhar_30_Balikpapan-Balikpapan_East_Kalimantan_Kali.html","https://www.airyrooms.com/hotel/airy-eco-syariah-mt-haryono-zaeni-azhar-30-balikpapan"
"Jl. Ahmad Yani no 1 Balikpapan Plaza 1st Floor, Balikpapan Indonesia","restaurant","Chinese","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6887417","https://media-cdn.tripadvisor.com/media/photo-o/06/65/e7/53/lunch.jpg","false","false","-1.278521","116.82065","Ta Wan Restaurant","27",,"+62 542 7203432","$$ - $$$",,"185","48","#46 of 245 Restaurants in Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6887417-Reviews-Ta_Wan_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://tawanrestaurant.com/"
"Jalan Balikpapan-Handil, Rt.01 Km.44 Margomulyo Samboja, Balikpapan 75273 Indonesia","hotel",,,,,,,,,,,,,,"marketing_sambojalodge@orangutan.or.id","3.0","This property is classified according to Giata.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2311980","https://media-cdn.tripadvisor.com/media/photo-s/08/13/f5/62/samboja-lodge.jpg",,,"-1.050592","116.98932","Samboja Lodge","73","26","+62 856-6816-1481",,,"45","1","#1 of 45 Specialty lodging in Balikpapan","4","HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d2311980-Reviews-Samboja_Lodge-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Marsma R Iswahyudi No. 58, RT 23, Balikpapan Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20929819",,,,"-1.259641","116.908714","Airy Bandara Sepinggan Marsma R Iswahyudi 58 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d20929819-Reviews-Airy_Bandara_Sepinggan_Marsma_R_Iswahyudi_58_Balikpapan-Balikpapan_East_Kalimantan_Ka.html","https://www.airyrooms.com/hotel/airy-bandara-sepinggan-marsma-r-iswahyudi-58-balikpapan"
"Gang PLN, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23191230",,,,"-1.246011","116.87358","Biru Rumahku","0",,,,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d23191230-Reviews-Biru_Rumahku-Balikpapan_East_Kalimantan_Kalimantan.html",
"1, Sepinggan Raya, Balikpapan 76115 Indonesia","hotel",,,,,,,,,,,,,,"talistings@oyorooms.com","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20099378","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/32/6f/1b/caption.jpg",,,"-1.252847","116.90403","OYO 2731 MIM Guest House Syariah","0","18",,"$","$10 - $11",,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d20099378-Reviews-OYO_2731_MIM_Guest_House_Syariah-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/93940?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN028"
"Jl. Marsma R. Iswahyudi, Balikpapan 76115 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25566027","https://media-cdn.tripadvisor.com/media/photo-o/29/12/97/29/tampilan-eksterior-hotel.jpg",,,"-1.260246","116.902176","Horison Ultima Bandara Balikpapan","0","138","+62 21 75818999","$","$50 - $57",,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d25566027-Reviews-Horison_Ultima_Bandara_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.myhorison.com"
"6, Jl. Syarifuddin Yoes, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,"talistings@oyorooms.com","2.0","This property is classified according to Giata.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20099371",,,,"-1.231136","116.87605","SPOT ON 2729 Marzan Syariah Guest House","0","10",,,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d20099371-Reviews-SPOT_ON_2729_Marzan_Syariah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/93937?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN027"
"No 41-42, Jl. Tembus Strat II No.3, Balikpapan 76124 Indonesia","hotel",,,,,,,,,,,,,,"talistings@oyorooms.com","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19459101","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/31/d9/37/caption.jpg",,,"-1.236799","116.84862","OYO 1745 Guest House Nur Aziziah 2","0","96",,"$","$10 - $12",,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d19459101-Reviews-OYO_1745_Guest_House_Nur_Aziziah_2-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/83450?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN018"
"117, Jl. Mayjend Sutoyo Gg. Kenangan, RT.41/RW.No.117, Klandasan Ilir, Balikpapan 76113 Indonesia","hotel",,,,,,,,,,,,,,,"2.0","This property is classified according to Giata.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23419272",,,,,,"OYO 3948 Kenangan Syariah Guest House","0",,,,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d23419272-Reviews-OYO_3948_Kenangan_Syariah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Mt Haryono Rt 11 No. 48, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23231126",,,,"-1.261144","116.861824","Airy Damai Mt Haryono 5 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d23231126-Reviews-Airy_Damai_Mt_Haryono_5_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Ringroad Perum PGRI Blok P No: 10, Near Balikpapan Islamic Center, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19602723","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/e2/3d/oyo-2038-jasmine-guest.jpg",,,"1.234704","116.88409","OYO 2038 Jasmine Guest House Balikpapan","0","15","+62 804 104 0040",,,,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d19602723-Reviews-OYO_2038_Jasmine_Guest_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/86804?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN023"
"Jalan MT.Haryono RT 30 No. 6A, Balikpapan 76114 Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21330735",,,,,,"RedDoorz near Living Plaza Balikpapan","0",,"+62 21 80629666","$","$10 - $15",,,,,"HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d21330735-Reviews-RedDoorz_near_Living_Plaza_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/id-id/hotel/indonesia/balikpapan/balikpapan-selatan/reddoorz-near-living-plaza-balikpapan?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google"
